Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 850,2019-12-30,12,1,TN,US,13,813
OUTLANDER 450,2019-12-30,9,15,TN,US,24,792
OUTLANDER 1000,2020-01-06,1,8,TN,US,9,742
OUTLANDER 850,2020-01-06,14,14,TN,US,28,841
OUTLANDER 450,2020-01-06,13,2,TN,US,15,807
OUTLANDER 1000,2020-01-13,10,1,TN,US,11,753
OUTLANDER 850,2020-01-13,3,14,TN,US,17,858
OUTLANDER 450,2020-01-13,0,10,TN,US,10,817
OUTLANDER 1000,2020-01-20,14,2,TN,US,16,769
OUTLANDER 850,2020-01-20,9,13,TN,US,22,880
OUTLANDER 450,2020-01-20,4,7,TN,US,11,828
OUTLANDER 1000,2020-01-27,11,1,TN,US,12,781
OUTLANDER 850,2020-01-27,2,9,TN,US,11,891
OUTLANDER 450,2020-01-27,2,14,TN,US,16,844
OUTLANDER 1000,2020-02-03,6,14,TN,US,20,801
OUTLANDER 850,2020-02-03,8,11,TN,US,19,910
OUTLANDER 450,2020-02-03,12,3,TN,US,15,859
OUTLANDER 1000,2020-02-10,9,3,TN,US,12,813
OUTLANDER 850,2020-02-10,1,11,TN,US,12,922
OUTLANDER 450,2020-02-10,2,3,TN,US,5,864
OUTLANDER 1000,2020-02-17,10,9,TN,US,19,832
OUTLANDER 850,2020-02-17,9,1,TN,US,10,932
OUTLANDER 450,2020-02-17,12,14,TN,US,26,890
OUTLANDER 1000,2020-02-24,7,4,TN,US,11,843
OUTLANDER 850,2020-02-24,1,10,TN,US,11,943
OUTLANDER 450,2020-02-24,5,12,TN,US,17,907
OUTLANDER 1000,2020-03-02,2,4,TN,US,6,849
OUTLANDER 850,2020-03-02,5,10,TN,US,15,958
OUTLANDER 450,2020-03-02,3,5,TN,US,8,915
OUTLANDER 1000,2020-03-09,15,8,TN,US,23,872
OUTLANDER 850,2020-03-09,9,12,TN,US,21,979
OUTLANDER 450,2020-03-09,9,8,TN,US,17,932
OUTLANDER 1000,2020-03-16,2,13,TN,US,15,887
OUTLANDER 850,2020-03-16,8,9,TN,US,17,996
OUTLANDER 450,2020-03-16,8,14,TN,US,22,954
OUTLANDER 1000,2020-03-23,4,7,TN,US,11,898
OUTLANDER 850,2020-03-23,5,2,TN,US,7,1003
OUTLANDER 450,2020-03-23,1,12,TN,US,13,967
OUTLANDER 1000,2020-03-30,0,11,TN,US,11,909
OUTLANDER 850,2020-03-30,6,7,TN,US,13,1016
OUTLANDER 450,2020-03-30,8,13,TN,US,21,988
OUTLANDER 1000,2020-04-06,8,15,TN,US,23,932
OUTLANDER 850,2020-04-06,5,4,TN,US,9,1025
OUTLANDER 450,2020-04-06,6,4,TN,US,10,998
OUTLANDER 1000,2020-04-13,5,11,TN,US,16,948
OUTLANDER 850,2020-04-13,10,4,TN,US,14,1039
OUTLANDER 450,2020-04-13,12,5,TN,US,17,1015
OUTLANDER 1000,2020-04-20,8,12,TN,US,20,968
OUTLANDER 850,2020-04-20,9,9,TN,US,18,1057
OUTLANDER 450,2020-04-20,2,0,TN,US,2,1017
OUTLANDER 1000,2020-04-27,13,2,TN,US,15,983
OUTLANDER 850,2020-04-27,12,10,TN,US,22,1079
OUTLANDER 450,2020-04-27,2,8,TN,US,10,1027
OUTLANDER 1000,2020-05-04,11,6,TN,US,17,1000
OUTLANDER 850,2020-05-04,1,14,TN,US,15,1094
OUTLANDER 450,2020-05-04,9,6,TN,US,15,1042
OUTLANDER 1000,2020-05-11,4,4,TN,US,8,1008
OUTLANDER 850,2020-05-11,3,15,TN,US,18,1112
OUTLANDER 450,2020-05-11,3,13,TN,US,16,1058
OUTLANDER 1000,2020-05-18,12,13,TN,US,25,1033
OUTLANDER 850,2020-05-18,14,12,TN,US,26,1138
OUTLANDER 450,2020-05-18,9,3,TN,US,12,1070
OUTLANDER 1000,2020-05-25,6,8,TN,US,14,1047
OUTLANDER 850,2020-05-25,6,10,TN,US,16,1154
OUTLANDER 450,2020-05-25,8,15,TN,US,23,1093
OUTLANDER 1000,2020-06-01,14,5,TN,US,19,1066
OUTLANDER 850,2020-06-01,13,7,TN,US,20,1174
OUTLANDER 450,2020-06-01,6,9,TN,US,15,1108
OUTLANDER 1000,2020-06-08,15,5,TN,US,20,1086
OUTLANDER 850,2020-06-08,3,13,TN,US,16,1190
OUTLANDER 450,2020-06-08,7,6,TN,US,13,1121
OUTLANDER 1000,2020-06-15,9,5,TN,US,14,1100
OUTLANDER 850,2020-06-15,4,0,TN,US,4,1194
OUTLANDER 450,2020-06-15,4,2,TN,US,6,1127
OUTLANDER 1000,2020-06-22,13,13,TN,US,26,1126
OUTLANDER 850,2020-06-22,7,1,TN,US,8,1202
OUTLANDER 450,2020-06-22,1,8,TN,US,9,1136
OUTLANDER 1000,2020-06-29,6,8,TN,US,14,1140
OUTLANDER 850,2020-06-29,9,15,TN,US,24,1226
OUTLANDER 450,2020-06-29,8,11,TN,US,19,1155
OUTLANDER 1000,2020-07-06,5,2,TN,US,7,1147
OUTLANDER 850,2020-07-06,0,14,TN,US,14,1240
OUTLANDER 450,2020-07-06,14,10,TN,US,24,1179
OUTLANDER 1000,2020-07-13,10,5,TN,US,15,1162
OUTLANDER 850,2020-07-13,12,5,TN,US,17,1257
OUTLANDER 450,2020-07-13,7,13,TN,US,20,1199
OUTLANDER 1000,2020-07-20,12,14,TN,US,26,1188
OUTLANDER 850,2020-07-20,11,9,TN,US,20,1277
OUTLANDER 450,2020-07-20,8,10,TN,US,18,1217
OUTLANDER 1000,2020-07-27,15,9,TN,US,24,1212
OUTLANDER 850,2020-07-27,12,9,TN,US,21,1298
OUTLANDER 450,2020-07-27,4,8,TN,US,12,1229
OUTLANDER 1000,2020-08-03,8,8,TN,US,16,1228
OUTLANDER 850,2020-08-03,1,7,TN,US,8,1306
OUTLANDER 450,2020-08-03,9,1,TN,US,10,1239
OUTLANDER 1000,2020-08-10,12,13,TN,US,25,1253
OUTLANDER 850,2020-08-10,6,10,TN,US,16,1322
OUTLANDER 450,2020-08-10,6,2,TN,US,8,1247
OUTLANDER 1000,2020-08-17,1,5,TN,US,6,1259
OUTLANDER 850,2020-08-17,10,0,TN,US,10,1332
OUTLANDER 450,2020-08-17,9,2,TN,US,11,1258
OUTLANDER 1000,2020-08-24,5,1,TN,US,6,1265
OUTLANDER 850,2020-08-24,13,9,TN,US,22,1354
OUTLANDER 450,2020-08-24,11,3,TN,US,14,1272
OUTLANDER 1000,2020-08-31,0,8,TN,US,8,1273
OUTLANDER 850,2020-08-31,13,13,TN,US,26,1380
OUTLANDER 450,2020-08-31,5,1,TN,US,6,1278
OUTLANDER 1000,2020-09-07,3,13,TN,US,16,1289
OUTLANDER 850,2020-09-07,3,14,TN,US,17,1397
OUTLANDER 450,2020-09-07,6,12,TN,US,18,1296
OUTLANDER 1000,2020-09-14,4,15,TN,US,19,1308
OUTLANDER 850,2020-09-14,3,7,TN,US,10,1407
OUTLANDER 450,2020-09-14,8,13,TN,US,21,1317
OUTLANDER 1000,2020-09-21,6,3,TN,US,9,1317
OUTLANDER 850,2020-09-21,15,12,TN,US,27,1434
OUTLANDER 450,2020-09-21,13,11,TN,US,24,1341
OUTLANDER 1000,2020-09-28,1,13,TN,US,14,1331
OUTLANDER 850,2020-09-28,14,2,TN,US,16,1450
OUTLANDER 450,2020-09-28,12,8,TN,US,20,1361
OUTLANDER 1000,2020-10-05,5,14,TN,US,19,1350
OUTLANDER 850,2020-10-05,3,4,TN,US,7,1457
OUTLANDER 450,2020-10-05,3,3,TN,US,6,1367
OUTLANDER 1000,2020-10-12,13,1,TN,US,14,1364
OUTLANDER 850,2020-10-12,15,7,TN,US,22,1479
OUTLANDER 450,2020-10-12,6,0,TN,US,6,1373
OUTLANDER 1000,2020-10-19,14,7,TN,US,21,1385
OUTLANDER 850,2020-10-19,10,15,TN,US,25,1504
OUTLANDER 450,2020-10-19,13,7,TN,US,20,1393
OUTLANDER 1000,2020-10-26,2,2,TN,US,4,1389
OUTLANDER 850,2020-10-26,4,8,TN,US,12,1516
OUTLANDER 450,2020-10-26,14,11,TN,US,25,1418
OUTLANDER 1000,2020-11-02,8,3,TN,US,11,1400
OUTLANDER 850,2020-11-02,9,8,TN,US,17,1533
OUTLANDER 450,2020-11-02,12,13,TN,US,25,1443
OUTLANDER 1000,2020-11-09,10,15,TN,US,25,1425
OUTLANDER 850,2020-11-09,12,15,TN,US,27,1560
OUTLANDER 450,2020-11-09,3,2,TN,US,5,1448
OUTLANDER 1000,2020-11-16,5,4,TN,US,9,1434
OUTLANDER 850,2020-11-16,8,13,TN,US,21,1581
OUTLANDER 450,2020-11-16,11,2,TN,US,13,1461
OUTLANDER 1000,2020-11-23,9,1,TN,US,10,1444
OUTLANDER 850,2020-11-23,6,6,TN,US,12,1593
OUTLANDER 450,2020-11-23,9,2,TN,US,11,1472
OUTLANDER 1000,2020-11-30,2,7,TN,US,9,1453
OUTLANDER 850,2020-11-30,2,3,TN,US,5,1598
OUTLANDER 450,2020-11-30,7,4,TN,US,11,1483
OUTLANDER 1000,2020-12-07,8,8,TN,US,16,1469
OUTLANDER 850,2020-12-07,11,8,TN,US,19,1617
OUTLANDER 450,2020-12-07,3,5,TN,US,8,1491
OUTLANDER 1000,2020-12-14,7,6,TN,US,13,1482
OUTLANDER 850,2020-12-14,10,9,TN,US,19,1636
OUTLANDER 450,2020-12-14,0,10,TN,US,10,1501
OUTLANDER 1000,2020-12-21,3,12,TN,US,15,1497
OUTLANDER 850,2020-12-21,7,2,TN,US,9,1645
OUTLANDER 450,2020-12-21,7,2,TN,US,9,1510
OUTLANDER 1000,2020-12-28,9,4,TN,US,13,1510
OUTLANDER 850,2020-12-28,13,7,TN,US,20,1665
OUTLANDER 450,2020-12-28,4,4,TN,US,8,1518
OUTLANDER 1000,2021-01-04,3,5,TN,US,8,1518
OUTLANDER 850,2021-01-04,6,9,TN,US,15,1680
OUTLANDER 450,2021-01-04,0,4,TN,US,4,1522
OUTLANDER 1000,2021-01-11,5,7,TN,US,12,1530
OUTLANDER 850,2021-01-11,6,14,TN,US,20,1700
OUTLANDER 450,2021-01-11,10,12,TN,US,22,1544
OUTLANDER 1000,2021-01-18,3,8,TN,US,11,1541
OUTLANDER 850,2021-01-18,5,12,TN,US,17,1717
OUTLANDER 450,2021-01-18,9,12,TN,US,21,1565
OUTLANDER 1000,2021-01-25,8,14,TN,US,22,1563
OUTLANDER 850,2021-01-25,11,12,TN,US,23,1740
OUTLANDER 450,2021-01-25,8,8,TN,US,16,1581
OUTLANDER 1000,2021-02-01,9,12,TN,US,21,1584
OUTLANDER 850,2021-02-01,14,5,TN,US,19,1759
OUTLANDER 450,2021-02-01,2,2,TN,US,4,1585
OUTLANDER 1000,2021-02-08,3,1,TN,US,4,1588
OUTLANDER 850,2021-02-08,1,7,TN,US,8,1767
OUTLANDER 450,2021-02-08,9,8,TN,US,17,1602
OUTLANDER 1000,2021-02-15,11,8,TN,US,19,1607
OUTLANDER 850,2021-02-15,15,10,TN,US,25,1792
OUTLANDER 450,2021-02-15,0,7,TN,US,7,1609
OUTLANDER 1000,2021-02-22,13,11,TN,US,24,1631
OUTLANDER 850,2021-02-22,1,10,TN,US,11,1803
OUTLANDER 450,2021-02-22,10,2,TN,US,12,1621
OUTLANDER 1000,2021-03-01,7,14,TN,US,21,1652
OUTLANDER 850,2021-03-01,4,9,TN,US,13,1816
OUTLANDER 450,2021-03-01,14,0,TN,US,14,1635
OUTLANDER 1000,2021-03-08,6,7,TN,US,13,1665
OUTLANDER 850,2021-03-08,4,13,TN,US,17,1833
OUTLANDER 450,2021-03-08,4,14,TN,US,18,1653
OUTLANDER 1000,2021-03-15,1,10,TN,US,11,1676
OUTLANDER 850,2021-03-15,6,2,TN,US,8,1841
OUTLANDER 450,2021-03-15,9,4,TN,US,13,1666
OUTLANDER 1000,2021-03-22,0,10,TN,US,10,1686
OUTLANDER 850,2021-03-22,9,5,TN,US,14,1855
OUTLANDER 450,2021-03-22,3,5,TN,US,8,1674
OUTLANDER 1000,2021-03-29,15,13,TN,US,28,1714
OUTLANDER 850,2021-03-29,13,14,TN,US,27,1882
OUTLANDER 450,2021-03-29,8,5,TN,US,13,1687
OUTLANDER 1000,2021-04-05,1,4,TN,US,5,1719
OUTLANDER 850,2021-04-05,2,5,TN,US,7,1889
OUTLANDER 450,2021-04-05,4,2,TN,US,6,1693
OUTLANDER 1000,2021-04-12,13,3,TN,US,16,1735
OUTLANDER 850,2021-04-12,11,3,TN,US,14,1903
OUTLANDER 450,2021-04-12,3,4,TN,US,7,1700
OUTLANDER 1000,2021-04-19,7,12,TN,US,19,1754
OUTLANDER 850,2021-04-19,14,7,TN,US,21,1924
OUTLANDER 450,2021-04-19,4,9,TN,US,13,1713
OUTLANDER 1000,2021-04-26,15,14,TN,US,29,1783
OUTLANDER 850,2021-04-26,14,3,TN,US,17,1941
OUTLANDER 450,2021-04-26,7,1,TN,US,8,1721
OUTLANDER 1000,2021-05-03,12,5,TN,US,17,1800
OUTLANDER 850,2021-05-03,3,10,TN,US,13,1954
OUTLANDER 450,2021-05-03,8,13,TN,US,21,1742
OUTLANDER 1000,2021-05-10,8,6,TN,US,14,1814
OUTLANDER 850,2021-05-10,13,3,TN,US,16,1970
OUTLANDER 450,2021-05-10,8,12,TN,US,20,1762
OUTLANDER 1000,2021-05-17,2,11,TN,US,13,1827
OUTLANDER 850,2021-05-17,12,8,TN,US,20,1990
OUTLANDER 450,2021-05-17,0,1,TN,US,1,1763
OUTLANDER 1000,2021-05-24,11,10,TN,US,21,1848
OUTLANDER 850,2021-05-24,8,7,TN,US,15,2005
OUTLANDER 450,2021-05-24,2,14,TN,US,16,1779
OUTLANDER 1000,2021-05-31,8,13,TN,US,21,1869
OUTLANDER 850,2021-05-31,5,11,TN,US,16,2021
OUTLANDER 450,2021-05-31,13,4,TN,US,17,1796
OUTLANDER 1000,2021-06-07,5,12,TN,US,17,1886
OUTLANDER 850,2021-06-07,11,7,TN,US,18,2039
OUTLANDER 450,2021-06-07,4,14,TN,US,18,1814
OUTLANDER 1000,2021-06-14,2,4,TN,US,6,1892
OUTLANDER 850,2021-06-14,11,4,TN,US,15,2054
OUTLANDER 450,2021-06-14,4,11,TN,US,15,1829
OUTLANDER 1000,2021-06-21,8,11,TN,US,19,1911
OUTLANDER 850,2021-06-21,0,13,TN,US,13,2067
OUTLANDER 450,2021-06-21,5,10,TN,US,15,1844
OUTLANDER 1000,2021-06-28,3,9,TN,US,12,1923
OUTLANDER 850,2021-06-28,10,5,TN,US,15,2082
OUTLANDER 450,2021-06-28,6,10,TN,US,16,1860
OUTLANDER 1000,2021-07-05,8,1,TN,US,9,1932
OUTLANDER 850,2021-07-05,9,7,TN,US,16,2098
OUTLANDER 450,2021-07-05,4,11,TN,US,15,1875
OUTLANDER 1000,2021-07-12,9,1,TN,US,10,1942
OUTLANDER 850,2021-07-12,14,8,TN,US,22,2120
OUTLANDER 450,2021-07-12,3,10,TN,US,13,1888
OUTLANDER 1000,2021-07-19,1,15,TN,US,16,1958
OUTLANDER 850,2021-07-19,10,11,TN,US,21,2141
OUTLANDER 450,2021-07-19,6,8,TN,US,14,1902
OUTLANDER 1000,2021-07-26,5,6,TN,US,11,1969
OUTLANDER 850,2021-07-26,12,10,TN,US,22,2163
OUTLANDER 450,2021-07-26,7,0,TN,US,7,1909
OUTLANDER 1000,2021-08-02,8,10,TN,US,18,1987
OUTLANDER 850,2021-08-02,10,11,TN,US,21,2184
OUTLANDER 450,2021-08-02,8,12,TN,US,20,1929
OUTLANDER 1000,2021-08-09,14,4,TN,US,18,2005
OUTLANDER 850,2021-08-09,2,0,TN,US,2,2186
OUTLANDER 450,2021-08-09,10,5,TN,US,15,1944
OUTLANDER 1000,2021-08-16,4,11,TN,US,15,2020
OUTLANDER 850,2021-08-16,1,4,TN,US,5,2191
OUTLANDER 450,2021-08-16,14,0,TN,US,14,1958
OUTLANDER 1000,2021-08-23,5,9,TN,US,14,2034
OUTLANDER 850,2021-08-23,7,9,TN,US,16,2207
OUTLANDER 450,2021-08-23,4,2,TN,US,6,1964
OUTLANDER 1000,2021-08-30,9,11,TN,US,20,2054
OUTLANDER 850,2021-08-30,8,14,TN,US,22,2229
OUTLANDER 450,2021-08-30,0,14,TN,US,14,1978
OUTLANDER 1000,2021-09-06,11,7,TN,US,18,2072
OUTLANDER 850,2021-09-06,14,7,TN,US,21,2250
OUTLANDER 450,2021-09-06,10,9,TN,US,19,1997
OUTLANDER 1000,2021-09-13,12,13,TN,US,25,2097
OUTLANDER 850,2021-09-13,11,3,TN,US,14,2264
OUTLANDER 450,2021-09-13,12,7,TN,US,19,2016
OUTLANDER 1000,2021-09-20,3,3,TN,US,6,2103
OUTLANDER 850,2021-09-20,14,7,TN,US,21,2285
OUTLANDER 450,2021-09-20,7,8,TN,US,15,2031
OUTLANDER 1000,2021-09-27,1,7,TN,US,8,2111
OUTLANDER 850,2021-09-27,8,12,TN,US,20,2305
OUTLANDER 450,2021-09-27,8,6,TN,US,14,2045
OUTLANDER 1000,2021-10-04,4,5,TN,US,9,2120
OUTLANDER 850,2021-10-04,14,6,TN,US,20,2325
OUTLANDER 450,2021-10-04,10,15,TN,US,25,2070
OUTLANDER 1000,2021-10-11,5,7,TN,US,12,2132
OUTLANDER 850,2021-10-11,2,13,TN,US,15,2340
OUTLANDER 450,2021-10-11,1,10,TN,US,11,2081
OUTLANDER 1000,2021-10-18,2,0,TN,US,2,2134
OUTLANDER 850,2021-10-18,6,7,TN,US,13,2353
OUTLANDER 450,2021-10-18,7,5,TN,US,12,2093
OUTLANDER 1000,2021-10-25,11,11,TN,US,22,2156
OUTLANDER 850,2021-10-25,3,2,TN,US,5,2358
OUTLANDER 450,2021-10-25,12,3,TN,US,15,2108
OUTLANDER 1000,2021-11-01,12,6,TN,US,18,2174
OUTLANDER 850,2021-11-01,2,8,TN,US,10,2368
OUTLANDER 450,2021-11-01,9,6,TN,US,15,2123
OUTLANDER 1000,2021-11-08,5,10,TN,US,15,2189
OUTLANDER 850,2021-11-08,5,10,TN,US,15,2383
OUTLANDER 450,2021-11-08,7,8,TN,US,15,2138
OUTLANDER 1000,2021-11-15,12,12,TN,US,24,2213
OUTLANDER 850,2021-11-15,8,14,TN,US,22,2405
OUTLANDER 450,2021-11-15,4,1,TN,US,5,2143
OUTLANDER 1000,2021-11-22,6,6,TN,US,12,2225
OUTLANDER 850,2021-11-22,1,5,TN,US,6,2411
OUTLANDER 450,2021-11-22,15,10,TN,US,25,2168
OUTLANDER 1000,2021-11-29,11,7,TN,US,18,2243
OUTLANDER 850,2021-11-29,9,2,TN,US,11,2422
OUTLANDER 450,2021-11-29,8,3,TN,US,11,2179
OUTLANDER 1000,2021-12-06,14,1,TN,US,15,2258
OUTLANDER 850,2021-12-06,4,10,TN,US,14,2436
OUTLANDER 450,2021-12-06,1,8,TN,US,9,2188
OUTLANDER 1000,2021-12-13,7,6,TN,US,13,2271
OUTLANDER 850,2021-12-13,1,11,TN,US,12,2448
OUTLANDER 450,2021-12-13,10,7,TN,US,17,2205
OUTLANDER 1000,2021-12-20,13,12,TN,US,25,2296
OUTLANDER 850,2021-12-20,2,4,TN,US,6,2454
OUTLANDER 450,2021-12-20,1,13,TN,US,14,2219
OUTLANDER 1000,2021-12-27,5,13,TN,US,18,2314
OUTLANDER 850,2021-12-27,4,5,TN,US,9,2463
OUTLANDER 450,2021-12-27,10,15,TN,US,25,2244
OUTLANDER 1000,2019-01-07,12,12,TX,US,24,24
OUTLANDER 850,2019-01-07,9,12,TX,US,21,21
OUTLANDER 450,2019-01-07,3,14,TX,US,17,17
OUTLANDER 1000,2019-01-14,3,9,TX,US,12,36
OUTLANDER 850,2019-01-14,10,7,TX,US,17,38
OUTLANDER 450,2019-01-14,8,10,TX,US,18,35
OUTLANDER 1000,2019-01-21,14,9,TX,US,23,59
OUTLANDER 850,2019-01-21,8,13,TX,US,21,59
OUTLANDER 450,2019-01-21,12,14,TX,US,26,61
OUTLANDER 1000,2019-01-28,1,4,TX,US,5,64
OUTLANDER 850,2019-01-28,14,0,TX,US,14,73
OUTLANDER 450,2019-01-28,7,1,TX,US,8,69
OUTLANDER 1000,2019-02-04,13,5,TX,US,18,82
OUTLANDER 850,2019-02-04,2,6,TX,US,8,81
OUTLANDER 450,2019-02-04,12,3,TX,US,15,84
OUTLANDER 1000,2019-02-11,13,3,TX,US,16,98
OUTLANDER 850,2019-02-11,11,7,TX,US,18,99
OUTLANDER 450,2019-02-11,11,5,TX,US,16,100
OUTLANDER 1000,2019-02-18,10,2,TX,US,12,110
OUTLANDER 850,2019-02-18,10,4,TX,US,14,113
OUTLANDER 450,2019-02-18,12,10,TX,US,22,122
OUTLANDER 1000,2019-02-25,4,8,TX,US,12,122
OUTLANDER 850,2019-02-25,10,9,TX,US,19,132
OUTLANDER 450,2019-02-25,4,4,TX,US,8,130
OUTLANDER 1000,2019-03-04,6,8,TX,US,14,136
OUTLANDER 850,2019-03-04,6,10,TX,US,16,148
OUTLANDER 450,2019-03-04,13,2,TX,US,15,145
OUTLANDER 1000,2019-03-11,5,15,TX,US,20,156
OUTLANDER 850,2019-03-11,2,14,TX,US,16,164
OUTLANDER 450,2019-03-11,13,9,TX,US,22,167
OUTLANDER 1000,2019-03-18,5,3,TX,US,8,164
OUTLANDER 850,2019-03-18,13,4,TX,US,17,181
OUTLANDER 450,2019-03-18,2,11,TX,US,13,180
OUTLANDER 1000,2019-03-25,11,1,TX,US,12,176
OUTLANDER 850,2019-03-25,8,10,TX,US,18,199
OUTLANDER 450,2019-03-25,5,9,TX,US,14,194
OUTLANDER 1000,2019-04-01,3,3,TX,US,6,182
OUTLANDER 850,2019-04-01,6,1,TX,US,7,206
OUTLANDER 450,2019-04-01,11,7,TX,US,18,212
OUTLANDER 1000,2019-04-08,10,8,TX,US,18,200
OUTLANDER 850,2019-04-08,4,15,TX,US,19,225
OUTLANDER 450,2019-04-08,8,7,TX,US,15,227
OUTLANDER 1000,2019-04-15,5,3,TX,US,8,208
OUTLANDER 850,2019-04-15,8,14,TX,US,22,247
OUTLANDER 450,2019-04-15,12,8,TX,US,20,247
OUTLANDER 1000,2019-04-22,5,9,TX,US,14,222
OUTLANDER 850,2019-04-22,10,4,TX,US,14,261
OUTLANDER 450,2019-04-22,9,12,TX,US,21,268
OUTLANDER 1000,2019-04-29,11,2,TX,US,13,235
OUTLANDER 850,2019-04-29,13,12,TX,US,25,286
OUTLANDER 450,2019-04-29,7,13,TX,US,20,288
OUTLANDER 1000,2019-05-06,12,9,TX,US,21,256
OUTLANDER 850,2019-05-06,11,3,TX,US,14,300
OUTLANDER 450,2019-05-06,12,10,TX,US,22,310
OUTLANDER 1000,2019-05-13,9,6,TX,US,15,271
OUTLANDER 850,2019-05-13,9,11,TX,US,20,320
OUTLANDER 450,2019-05-13,11,6,TX,US,17,327
OUTLANDER 1000,2019-05-20,9,3,TX,US,12,283
OUTLANDER 850,2019-05-20,9,1,TX,US,10,330
OUTLANDER 450,2019-05-20,3,11,TX,US,14,341
OUTLANDER 1000,2019-05-27,10,15,TX,US,25,308
OUTLANDER 850,2019-05-27,4,5,TX,US,9,339
OUTLANDER 450,2019-05-27,4,11,TX,US,15,356
OUTLANDER 1000,2019-06-03,10,5,TX,US,15,323
OUTLANDER 850,2019-06-03,8,12,TX,US,20,359
OUTLANDER 450,2019-06-03,11,11,TX,US,22,378
OUTLANDER 1000,2019-06-10,1,9,TX,US,10,333
OUTLANDER 850,2019-06-10,3,1,TX,US,4,363
OUTLANDER 450,2019-06-10,14,2,TX,US,16,394
OUTLANDER 1000,2019-06-17,14,13,TX,US,27,360
OUTLANDER 850,2019-06-17,10,6,TX,US,16,379
OUTLANDER 450,2019-06-17,12,13,TX,US,25,419
OUTLANDER 1000,2019-06-24,6,13,TX,US,19,379
OUTLANDER 850,2019-06-24,11,2,TX,US,13,392
OUTLANDER 450,2019-06-24,12,4,TX,US,16,435
OUTLANDER 1000,2019-07-01,8,14,TX,US,22,401
OUTLANDER 850,2019-07-01,14,15,TX,US,29,421
OUTLANDER 450,2019-07-01,15,5,TX,US,20,455
OUTLANDER 1000,2019-07-08,11,5,TX,US,16,417
OUTLANDER 850,2019-07-08,9,3,TX,US,12,433
OUTLANDER 450,2019-07-08,4,11,TX,US,15,470
OUTLANDER 1000,2019-07-15,8,13,TX,US,21,438
OUTLANDER 850,2019-07-15,15,3,TX,US,18,451
OUTLANDER 450,2019-07-15,10,4,TX,US,14,484
OUTLANDER 1000,2019-07-22,8,1,TX,US,9,447
OUTLANDER 850,2019-07-22,14,2,TX,US,16,467
OUTLANDER 450,2019-07-22,5,1,TX,US,6,490
OUTLANDER 1000,2019-07-29,9,10,TX,US,19,466
OUTLANDER 850,2019-07-29,11,14,TX,US,25,492
OUTLANDER 450,2019-07-29,0,7,TX,US,7,497
OUTLANDER 1000,2019-08-05,14,1,TX,US,15,481
OUTLANDER 850,2019-08-05,12,13,TX,US,25,517
OUTLANDER 450,2019-08-05,8,5,TX,US,13,510
OUTLANDER 1000,2019-08-12,13,15,TX,US,28,509
OUTLANDER 850,2019-08-12,5,4,TX,US,9,526
OUTLANDER 450,2019-08-12,4,6,TX,US,10,520
OUTLANDER 1000,2019-08-19,2,15,TX,US,17,526
OUTLANDER 850,2019-08-19,7,12,TX,US,19,545
OUTLANDER 450,2019-08-19,0,10,TX,US,10,530
OUTLANDER 1000,2019-08-26,14,12,TX,US,26,552
OUTLANDER 850,2019-08-26,14,5,TX,US,19,564
OUTLANDER 450,2019-08-26,7,10,TX,US,17,547
OUTLANDER 1000,2019-09-02,9,2,TX,US,11,563
OUTLANDER 850,2019-09-02,5,2,TX,US,7,571
OUTLANDER 450,2019-09-02,8,7,TX,US,15,562
OUTLANDER 1000,2019-09-09,3,2,TX,US,5,568
OUTLANDER 850,2019-09-09,5,7,TX,US,12,583
OUTLANDER 450,2019-09-09,10,3,TX,US,13,575
OUTLANDER 1000,2019-09-16,15,14,TX,US,29,597
OUTLANDER 850,2019-09-16,7,6,TX,US,13,596
OUTLANDER 450,2019-09-16,13,1,TX,US,14,589
OUTLANDER 1000,2019-09-23,3,13,TX,US,16,613
OUTLANDER 850,2019-09-23,14,10,TX,US,24,620
OUTLANDER 450,2019-09-23,9,4,TX,US,13,602
OUTLANDER 1000,2019-09-30,15,10,TX,US,25,638
OUTLANDER 850,2019-09-30,6,4,TX,US,10,630
OUTLANDER 450,2019-09-30,4,14,TX,US,18,620
OUTLANDER 1000,2019-10-07,6,9,TX,US,15,653
OUTLANDER 850,2019-10-07,6,4,TX,US,10,640
OUTLANDER 450,2019-10-07,5,10,TX,US,15,635
OUTLANDER 1000,2019-10-14,12,5,TX,US,17,670
OUTLANDER 850,2019-10-14,1,15,TX,US,16,656
OUTLANDER 450,2019-10-14,0,1,TX,US,1,636
OUTLANDER 1000,2019-10-21,12,0,TX,US,12,682
OUTLANDER 850,2019-10-21,1,4,TX,US,5,661
OUTLANDER 450,2019-10-21,8,7,TX,US,15,651
OUTLANDER 1000,2019-10-28,6,7,TX,US,13,695
OUTLANDER 850,2019-10-28,8,9,TX,US,17,678
OUTLANDER 450,2019-10-28,15,1,TX,US,16,667
OUTLANDER 1000,2019-11-04,2,5,TX,US,7,702
OUTLANDER 850,2019-11-04,0,12,TX,US,12,690
OUTLANDER 450,2019-11-04,9,4,TX,US,13,680
OUTLANDER 1000,2019-11-11,0,11,TX,US,11,713
OUTLANDER 850,2019-11-11,7,11,TX,US,18,708
OUTLANDER 450,2019-11-11,4,2,TX,US,6,686
OUTLANDER 1000,2019-11-18,1,11,TX,US,12,725
OUTLANDER 850,2019-11-18,0,2,TX,US,2,710
